id,Caracteristica asignada,Justificación
2553,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2554,Eficiencia,"El sistema logra procesar la solictud, pero el tiempo invertido afecta negativamente el rendimiento y la experiencia esperada."
2555,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2556,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2557,Eficiencia,El personal debe esperar demasiado durante las interacciones con el sistema
2558,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2559,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2560,Eficacia,No se puede cumplir con el objetivo de visualizar los datos actualizados.
2561,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2562,Eficacia,El médico no podrá realizar diagnósticos precisos debido a la falta de información sobre el paciente.
2563,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2564,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2565,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2566,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2567,Ausencia de riesgo,El cierre inesperado de la aplicación al intentar consultar resultados de laboratorio impide el acceso a información médica crítica. Esto genera un riesgo potencial para la salud del paciente al retrasar el conocimiento de su estado clínico.
2568,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2569,Cobertura de contexto,El problema describe una funcionalidad que falla en unas versiones pero en otras no.
2570,Satisfacción,El paciente termina con una sensación negativa al final de la cita
2571,Eficacia,"La imposibilidad de visualizar los resultados en el formato establecido (PDF) impide que el paciente alcance su objetivo específico de leer y descargar su información médica, anulando el grado de completitud de la tarea."
2572,Eficacia,"El sistema carece de precisión al permitir la asignación de un mismo turno a dos personas simultáneamente. Esto impide que al personal su objetivo de gestionar la agenda médica de forma correcta, generando un flujo de trabajo con datos inconsistentes."
2573,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
2574,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2575,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2576,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2577,Eficacia,El corte abrupto de la videollamada impide que el paciente logre su objetivo de llevar a cabo la consulta médica. 
2578,Eficacia,"El sistema carece de precisión al permitir la asignación de un mismo turno a dos personas simultáneamente. Esto impide que al personal su objetivo de gestionar la agenda médica de forma correcta, generando un flujo de trabajo con datos inconsistentes."
2579,Eficacia,El médico no podrá realizar diagnósticos precisos debido a la falta de información sobre el paciente.
2580,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2581,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
2582,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
2583,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2584,Satisfacción,Las fallas en el audio complican la comunicación y hacen que la teleconsulta se vuelva confusa y frustrante para ambas partes
2585,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
2586,Satisfacción,El paciente termina con una sensación negativa al final de la cita
2587,Satisfacción,La interacción fallida resulta frustrante para los usuarios
2588,Libertad de Riesgo,Los códigos duplicados pueden ocasionar que un paciente reciba una dosis menor o mayor de la necesaria
2589,Eficacia,"El fallo en la redirección del botón impide totalmente que el paciente alcance su objetivo específico de ingresar a la videollamada, resultando en un grado de completitud nulo para la tarea de teleconsulta."
2590,Satisfacción,El paciente termina con una sensación negativa al final de la cita
2591,Eficacia,El médico no podrá realizar diagnósticos precisos debido a la falta de información sobre el paciente.
2592,Satisfacción,El paciente termina con una sensación negativa al final de la cita
2593,Eficacia,"La imposibilidad de visualizar los resultados en el formato establecido (PDF) impide que el paciente alcance su objetivo específico de leer y descargar su información médica, anulando el grado de completitud de la tarea."
